site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
RDOM 03AUG31 2003.6632 52882 1234 0 -118.9    181  0.559102   4171654  0.714751  2417  0.422309  0.0790 0.000515 0.000653 0.002142  0.065405 -0.111608 -0.239383
RDOM 03SEP01 2003.6660 52883 1234 1 -118.9    181  0.554096   4171654  0.715803  2417  0.425658  0.0790 0.000522 0.000651 0.002155  0.063217 -0.092982 -0.268240
RDOM 03SEP02 2003.6687 52884 1234 2 -118.9    181  0.556290   4171654  0.716815  2417  0.424959  0.0790 0.000512 0.000649 0.002124  0.071276 -0.084481 -0.260074
RDOM 03SEP03 2003.6715 52885 1234 3 -118.9    181  0.559853   4171654  0.716016  2417  0.417405  0.0790 0.000509 0.000644 0.002103  0.065186 -0.086241 -0.260354
RDOM 03SEP04 2003.6742 52886 1234 4 -118.9    181  0.558245   4171654  0.717674  2417  0.425993  0.0790 0.000509 0.000644 0.002096  0.077069 -0.090394 -0.257655
RDOM 03SEP05 2003.6769 52887 1234 5 -118.9    181  0.557884   4171654  0.718330  2417  0.438026  0.0790 0.000507 0.000650 0.002115  0.044506 -0.088901 -0.229587
RDOM 03SEP06 2003.6797 52888 1234 6 -118.9    181  0.556543   4171654  0.717218  2417  0.419094  0.0790 0.000505 0.000638 0.002088  0.046347 -0.086339 -0.249824
RDOM 03SEP07 2003.6824 52889 1235 0 -118.9    181  0.559659   4171654  0.716226  2417  0.430708  0.0790 0.000509 0.000643 0.002105  0.066103 -0.099457 -0.257160
RDOM 03SEP08 2003.6851 52890 1235 1 -118.9    181  0.556268   4171654  0.716096  2417  0.425358  0.0790 0.000506 0.000645 0.002103  0.052158 -0.078054 -0.239882
RDOM 03SEP09 2003.6879 52891 1235 2 -118.9    181  0.555930   4171654  0.717361  2417  0.438029  0.0790 0.000513 0.000653 0.002129  0.076451 -0.087348 -0.250278
RDOM 03SEP10 2003.6906 52892 1235 3 -118.9    181  0.555204   4171654  0.717774  2417  0.435469  0.0790 0.000504 0.000644 0.002105  0.057647 -0.078965 -0.249873
RDOM 03SEP11 2003.6934 52893 1235 4 -118.9    181  0.556860   4171654  0.717649  2417  0.425851  0.0790 0.000511 0.000654 0.002130  0.059212 -0.083389 -0.241883
RDOM 03SEP12 2003.6961 52894 1235 5 -118.9    181  0.555446   4171654  0.718546  2417  0.428524  0.0790 0.000511 0.000654 0.002127  0.058973 -0.076070 -0.238346
RDOM 03SEP14 2003.7016 52896 1236 0 -118.9    181  0.556222   4171654  0.718945  2417  0.428651  0.0790 0.000507 0.000649 0.002107  0.065794 -0.075255 -0.244627
RDOM 03SEP15 2003.7043 52897 1236 1 -118.9    181  0.555655   4171654  0.717952  2417  0.417854  0.0790 0.000505 0.000646 0.002096  0.064696 -0.068813 -0.233770
RDOM 03SEP16 2003.7070 52898 1236 2 -118.9    181  0.552786   4171654  0.715755  2417  0.427068  0.0790 0.000507 0.000647 0.002109  0.056500 -0.075497 -0.250829
RDOM 03SEP17 2003.7098 52899 1236 3 -118.9    181  0.555822   4171654  0.719200  2417  0.431801  0.0790 0.000506 0.000644 0.002090  0.065391 -0.097119 -0.241626
RDOM 03SEP18 2003.7125 52900 1236 4 -118.9    181  0.555394   4171654  0.717993  2417  0.427573  0.0790 0.000508 0.000644 0.002093  0.064674 -0.077273 -0.244356
RDOM 03SEP19 2003.7153 52901 1236 5 -118.9    181  0.556872   4171654  0.716975  2417  0.426010  0.0790 0.000510 0.000649 0.002098  0.071421 -0.083708 -0.241698
RDOM 03SEP20 2003.7180 52902 1236 6 -118.9    181  0.557348   4171654  0.719888  2417  0.429972  0.0790 0.000510 0.000648 0.002097  0.065348 -0.074002 -0.249884
RDOM 03SEP21 2003.7207 52903 1237 0 -118.9    181  0.557449   4171654  0.717681  2417  0.428181  0.0790 0.000511 0.000642 0.002107  0.055943 -0.075635 -0.256012
RDOM 03SEP22 2003.7235 52904 1237 1 -118.9    181  0.557002   4171654  0.719132  2417  0.425561  0.0790 0.000531 0.000663 0.002178  0.082651 -0.083190 -0.257006
RDOM 03SEP23 2003.7262 52905 1237 2 -118.9    181  0.556597   4171654  0.719469  2417  0.429238  0.0790 0.000515 0.000660 0.002151  0.030253 -0.071487 -0.225809
RDOM 03SEP24 2003.7290 52906 1237 3 -118.9    181  0.556179   4171654  0.717328  2417  0.428961  0.0790 0.000528 0.000670 0.002226  0.043441 -0.077291 -0.238119
RDOM 03SEP25 2003.7317 52907 1237 4 -118.9    181  0.557768   4171654  0.717211  2417  0.431828  0.0790 0.000519 0.000670 0.002222  0.041268 -0.059980 -0.238584
RDOM 03SEP26 2003.7344 52908 1237 5 -118.9    181  0.557965   4171654  0.718528  2417  0.430315  0.0790 0.000519 0.000666 0.002185  0.043102 -0.063561 -0.263817
RDOM 03SEP27 2003.7372 52909 1237 6 -118.9    181  0.556068   4171654  0.717401  2417  0.435690  0.0790 0.000521 0.000662 0.002187  0.037246 -0.077481 -0.258705
RDOM 03SEP29 2003.7426 52911 1238 1 -118.9    181  0.558225   4171654  0.718637  2417  0.426533  0.0790 0.000538 0.000682 0.002233  0.025896 -0.069470 -0.261402
RDOM 03SEP30 2003.7454 52912 1238 2 -118.9    181  0.555764   4171654  0.717831  2417  0.429047  0.0790 0.000535 0.000678 0.002190  0.029275 -0.049692 -0.257807
RDOM 03OCT01 2003.7481 52913 1238 3 -118.9    181  0.557187   4171654  0.715843  2417  0.426334  0.0790 0.000541 0.000683 0.002247  0.045928 -0.092758 -0.277634
RDOM 03OCT02 2003.7509 52914 1238 4 -118.9    181  0.556313   4171654  0.717045  2417  0.431002  0.0790 0.000523 0.000670 0.002180  0.026838 -0.064553 -0.238941
RDOM 03OCT03 2003.7536 52915 1238 5 -118.9    181  0.556740   4171654  0.716457  2417  0.428289  0.0790 0.000520 0.000665 0.002162  0.032219 -0.068474 -0.248075
RDOM 03OCT04 2003.7563 52916 1238 6 -118.9    181  0.556461   4171654  0.716201  2417  0.431421  0.0790 0.000517 0.000659 0.002151  0.036889 -0.066345 -0.247230
RDOM 03OCT05 2003.7591 52917 1239 0 -118.9    181  0.555615   4171654  0.716034  2417  0.423881  0.0790 0.000515 0.000659 0.002118  0.040809 -0.032541 -0.247739
RDOM 03OCT06 2003.7618 52918 1239 1 -118.9    181  0.556343   4171654  0.715096  2417  0.423649  0.0790 0.000525 0.000665 0.002151  0.035128 -0.044803 -0.255563
RDOM 03OCT07 2003.7645 52919 1239 2 -118.9    181  0.554332   4171654  0.714066  2417  0.432960  0.0790 0.000544 0.000677 0.002206  0.006770 -0.042552 -0.237587
RDOM 03OCT08 2003.7673 52920 1239 3 -118.9    181  0.554245   4171654  0.715497  2417  0.432748  0.0790 0.000531 0.000662 0.002165  0.004153 -0.069102 -0.231855
RDOM 03OCT09 2003.7700 52921 1239 4 -118.9    181  0.555059   4171654  0.717075  2417  0.436716  0.0790 0.000514 0.000660 0.002132  0.050244 -0.056500 -0.245789
RDOM 03OCT10 2003.7728 52922 1239 5 -118.9    181  0.552474   4171654  0.714927  2417  0.436015  0.0790 0.000510 0.000657 0.002130  0.037212 -0.059016 -0.247515
RDOM 03OCT11 2003.7755 52923 1239 6 -118.9    181  0.555369   4171654  0.715886  2417  0.433475  0.0790 0.000512 0.000655 0.002119  0.046291 -0.062811 -0.241940
RDOM 03OCT12 2003.7782 52924 1240 0 -118.9    181  0.555244   4171654  0.718177  2417  0.436541  0.0790 0.000510 0.000652 0.002094  0.030704 -0.052405 -0.236931
RDOM 03OCT13 2003.7810 52925 1240 1 -118.9    181  0.553728   4171654  0.720053  2417  0.429266  0.0790 0.000520 0.000666 0.002160  0.031448 -0.052799 -0.249503
RDOM 03OCT14 2003.7837 52926 1240 2 -118.9    181  0.555500   4171654  0.717315  2417  0.439483  0.0790 0.000521 0.000662 0.002152  0.048324 -0.066788 -0.235123
RDOM 03OCT15 2003.7864 52927 1240 3 -118.9    181  0.555009   4171654  0.718716  2417  0.430226  0.0790 0.000510 0.000636 0.002113  0.071213 -0.088101 -0.261772
RDOM 03OCT16 2003.7892 52928 1240 4 -118.9    181  0.554228   4171654  0.717514  2417  0.429242  0.0790 0.000506 0.000643 0.002090  0.062982 -0.071960 -0.245030
RDOM 03OCT17 2003.7919 52929 1240 5 -118.9    181  0.554983   4171654  0.718187  2417  0.431704  0.0790 0.000512 0.000639 0.002109  0.069059 -0.087387 -0.252432
RDOM 03OCT18 2003.7947 52930 1240 6 -118.9    181  0.556115   4171654  0.717628  2417  0.431102  0.0790 0.000517 0.000647 0.002111  0.064672 -0.073065 -0.238831
RDOM 03OCT19 2003.7974 52931 1241 0 -118.9    181  0.555241   4171654  0.716761  2417  0.431104  0.0790 0.000513 0.000644 0.002104  0.059529 -0.070631 -0.249382
RDOM 03OCT20 2003.8001 52932 1241 1 -118.9    181  0.555838   4171654  0.717452  2417  0.431223  0.0790 0.000510 0.000644 0.002107  0.067753 -0.080392 -0.249716
RDOM 03OCT21 2003.8029 52933 1241 2 -118.9    181  0.556724   4171654  0.719099  2417  0.431115  0.0790 0.000508 0.000641 0.002098  0.068740 -0.083505 -0.252989
RDOM 03OCT22 2003.8056 52934 1241 3 -118.9    181  0.554431   4171654  0.716182  2417  0.433206  0.0790 0.000529 0.000670 0.002213  0.071918 -0.108893 -0.267663
RDOM 03OCT23 2003.8084 52935 1241 4 -118.9    181  0.555704   4171654  0.717897  2417  0.428968  0.0790 0.000520 0.000657 0.002137  0.073766 -0.057879 -0.250346
RDOM 03OCT24 2003.8111 52936 1241 5 -118.9    181  0.557598   4171654  0.719067  2417  0.428067  0.0790 0.000519 0.000656 0.002127  0.070618 -0.069138 -0.254162
RDOM 03OCT25 2003.8138 52937 1241 6 -118.9    181  0.559011   4171654  0.718414  2417  0.429878  0.0790 0.000511 0.000639 0.002082  0.065177 -0.073751 -0.232192
RDOM 03OCT26 2003.8166 52938 1242 0 -118.9    181  0.557201   4171654  0.718544  2417  0.423382  0.0790 0.000514 0.000642 0.002100  0.071073 -0.075156 -0.248022
RDOM 03OCT27 2003.8193 52939 1242 1 -118.9    181  0.557456   4171654  0.718389  2417  0.431541  0.0790 0.000508 0.000636 0.002074  0.067302 -0.073029 -0.234542
RDOM 03OCT28 2003.8220 52940 1242 2 -118.9    181  0.557095   4171654  0.720364  2417  0.437221  0.0790 0.000511 0.000638 0.002070  0.070707 -0.067579 -0.222267
RDOM 03OCT29 2003.8248 52941 1242 3 -118.9    181  0.554428   4171654  0.718062  2417  0.426176  0.0790 0.000558 0.000681 0.002255  0.082615 -0.076095 -0.236375
RDOM 03OCT30 2003.8275 52942 1242 4 -118.9    181  0.547591   4171654  0.716449  2417  0.418493  0.0790 0.000594 0.000740 0.002499  0.059998 -0.084327 -0.208799
RDOM 03OCT31 2003.8303 52943 1242 5 -118.9    181  0.555247   4171654  0.717639  2417  0.422660  0.0790 0.000542 0.000688 0.002189  0.034628 -0.039584 -0.199214
RDOM 03NOV01 2003.8330 52944 1242 6 -118.9    181  0.555193   4171654  0.717181  2417  0.427317  0.0790 0.000503 0.000635 0.002006  0.046701 -0.023737 -0.211415
RDOM 03NOV02 2003.8357 52945 1243 0 -118.9    181  0.555287   4171654  0.715750  2417  0.429138  0.0790 0.000506 0.000637 0.002029  0.054717 -0.043158 -0.213026
RDOM 03NOV03 2003.8385 52946 1243 1 -118.9    181  0.553944   4171654  0.717352  2417  0.422490  0.0790 0.000506 0.000635 0.002012  0.055077 -0.050040 -0.205867
RDOM 03NOV04 2003.8412 52947 1243 2 -118.9    181  0.552713   4171654  0.717540  2417  0.425516  0.0790 0.000507 0.000641 0.002033  0.053858 -0.047265 -0.206570
RDOM 03NOV05 2003.8439 52948 1243 3 -118.9    181  0.556114   4171654  0.717957  2417  0.437892  0.0790 0.000512 0.000640 0.002065  0.059777 -0.052981 -0.233972
RDOM 03NOV06 2003.8467 52949 1243 4 -118.9    181  0.555935   4171654  0.716758  2417  0.428138  0.0790 0.000508 0.000641 0.002047  0.050192 -0.054269 -0.205523
RDOM 03NOV07 2003.8494 52950 1243 5 -118.9    181  0.556815   4171654  0.717129  2417  0.433396  0.0790 0.000507 0.000637 0.002057  0.047880 -0.048664 -0.221664
RDOM 03NOV08 2003.8522 52951 1243 6 -118.9    181  0.555868   4171654  0.717451  2417  0.433837  0.0790 0.000505 0.000636 0.002056  0.064765 -0.060600 -0.230622
RDOM 03NOV09 2003.8549 52952 1244 0 -118.9    181  0.550786   4171654  0.715296  2417  0.411938  0.0790 0.000510 0.000641 0.002074  0.060953 -0.050092 -0.231875
RDOM 03NOV10 2003.8576 52953 1244 1 -118.9    181  0.555420   4171654  0.717789  2417  0.422338  0.0790 0.000526 0.000656 0.002107  0.042678 -0.044683 -0.226832
RDOM 03NOV11 2003.8604 52954 1244 2 -118.9    181  0.552200   4171654  0.714380  2417  0.424165  0.0790 0.000520 0.000649 0.002082  0.045591 -0.049578 -0.230359
RDOM 03NOV12 2003.8631 52955 1244 3 -118.9    181  0.555750   4171654  0.716877  2417  0.421662  0.0790 0.000504 0.000637 0.002050  0.049545 -0.051885 -0.225654
RDOM 03NOV13 2003.8658 52956 1244 4 -118.9    181  0.556583   4171654  0.715196  2417  0.423558  0.0790 0.000527 0.000672 0.002141  0.072631 -0.056174 -0.232971
RDOM 03NOV14 2003.8686 52957 1244 5 -118.9    181  0.556479   4171654  0.715510  2417  0.427726  0.0790 0.000525 0.000672 0.002121  0.076079 -0.078260 -0.206850
RDOM 03NOV15 2003.8713 52958 1244 6 -118.9    181  0.555358   4171654  0.716512  2417  0.429358  0.0790 0.000517 0.000658 0.002085  0.055661 -0.058274 -0.201639
RDOM 03NOV16 2003.8741 52959 1245 0 -118.9    181  0.553009   4171654  0.717013  2417  0.423010  0.0790 0.000518 0.000655 0.002076  0.064989 -0.056255 -0.197277
RDOM 03NOV17 2003.8768 52960 1245 1 -118.9    181  0.554901   4171654  0.715556  2417  0.424202  0.0790 0.000530 0.000673 0.002123  0.052846 -0.063541 -0.193030
RDOM 03NOV18 2003.8795 52961 1245 2 -118.9    181  0.555006   4171654  0.716191  2417  0.428140  0.0790 0.000532 0.000678 0.002134  0.069746 -0.068860 -0.181002
RDOM 03NOV19 2003.8823 52962 1245 3 -118.9    181  0.554762   4171654  0.716615  2417  0.429061  0.0790 0.000521 0.000654 0.002089  0.063481 -0.075182 -0.202925
RDOM 03NOV20 2003.8850 52963 1245 4 -118.9    181  0.552255   4171654  0.715779  2417  0.431248  0.0790 0.000531 0.000670 0.002158  0.084709 -0.109931 -0.227941
RDOM 03NOV21 2003.8877 52964 1245 5 -118.9    181  0.544853   4171654  0.712414  2417  0.423706  0.0790 0.000529 0.000681 0.002210  0.048261 -0.058317 -0.205325
RDOM 03NOV22 2003.8905 52965 1245 6 -118.9    181  0.552549   4171654  0.716020  2417  0.423949  0.0790 0.000535 0.000661 0.002104  0.058972 -0.075214 -0.212529
RDOM 03NOV23 2003.8932 52966 1246 0 -118.9    181  0.554278   4171654  0.717146  2417  0.423763  0.0790 0.000520 0.000648 0.002076  0.053683 -0.091510 -0.204290
RDOM 03NOV24 2003.8960 52967 1246 1 -118.9    181  0.555863   4171654  0.715082  2417  0.425910  0.0790 0.000525 0.000658 0.002089  0.051643 -0.080777 -0.202895
RDOM 03NOV25 2003.8987 52968 1246 2 -118.9    181  0.554113   4171654  0.716414  2417  0.423649  0.0790 0.000531 0.000664 0.002136  0.090878 -0.114578 -0.199621
RDOM 03NOV26 2003.9014 52969 1246 3 -118.9    181  0.554416   4171654  0.717124  2417  0.429173  0.0790 0.000516 0.000646 0.002112  0.074960 -0.071247 -0.250800
RDOM 03NOV27 2003.9042 52970 1246 4 -118.9    181  0.554515   4171654  0.717008  2417  0.427038  0.0790 0.000510 0.000642 0.002075  0.056362 -0.070299 -0.241325
RDOM 03NOV28 2003.9069 52971 1246 5 -118.9    181  0.555502   4171654  0.717121  2417  0.434171  0.0790 0.000515 0.000645 0.002102  0.054947 -0.091627 -0.247326
RDOM 03NOV29 2003.9097 52972 1246 6 -118.9    181  0.553622   4171654  0.713071  2417  0.436901  0.0790 0.000515 0.000639 0.002078  0.066411 -0.065163 -0.245879
RDOM 03NOV30 2003.9124 52973 1247 0 -118.9    181  0.554015   4171654  0.716734  2417  0.424958  0.0790 0.000511 0.000636 0.002099  0.057730 -0.081508 -0.262148
RDOM 03DEC01 2003.9151 52974 1247 1 -118.9    181  0.551285   4171654  0.714248  2417  0.426423  0.0790 0.000504 0.000632 0.002054  0.058300 -0.054764 -0.245986
RDOM 03DEC02 2003.9179 52975 1247 2 -118.9    181  0.554566   4171654  0.717012  2417  0.426283  0.0790 0.000535 0.000678 0.002219  0.096312 -0.107053 -0.279741
RDOM 03DEC03 2003.9206 52976 1247 3 -118.9    181  0.562646   4171654  0.722253  2417  0.435782  0.0790 0.000511 0.000656 0.002103  0.080190 -0.077031 -0.255262
RDOM 03DEC04 2003.9233 52977 1247 4 -118.9    181  0.556385   4171654  0.720823  2417  0.436964  0.0790 0.000530 0.000651 0.002139  0.055827 -0.079108 -0.258388
RDOM 03DEC05 2003.9261 52978 1247 5 -118.9    181  0.554097   4171654  0.716482  2417  0.434888  0.0790 0.000524 0.000641 0.002122  0.057846 -0.071827 -0.252284
RDOM 03DEC06 2003.9288 52979 1247 6 -118.9    181  0.543404   4171654  0.711605  2417  0.424411  0.0790 0.000508 0.000635 0.002056  0.061697 -0.079512 -0.220361
RDOM 03DEC07 2003.9316 52980 1248 0 -118.9    181  0.550964   4171654  0.718156  2417  0.409496  0.0790 0.000507 0.000637 0.002056  0.069850 -0.065360 -0.245283
RDOM 03DEC08 2003.9343 52981 1248 1 -118.9    181  0.552361   4171654  0.721154  2417  0.425267  0.0790 0.000519 0.000639 0.002056  0.067802 -0.075117 -0.257616
RDOM 03DEC09 2003.9370 52982 1248 2 -118.9    181  0.554781   4171654  0.718101  2417  0.428765  0.0790 0.000512 0.000643 0.002053  0.057025 -0.088120 -0.229295
RDOM 03DEC10 2003.9398 52983 1248 3 -118.9    181  0.548530   4171654  0.716867  2417  0.419677  0.0790 0.000508 0.000638 0.002051  0.045404 -0.076401 -0.230421
RDOM 03DEC11 2003.9425 52984 1248 4 -118.9    181  0.551168   4171654  0.717229  2417  0.417386  0.0790 0.000503 0.000626 0.002011  0.042490 -0.058578 -0.228359
RDOM 03DEC12 2003.9452 52985 1248 5 -118.9    181  0.552070   4171654  0.716275  2417  0.424576  0.0790 0.000513 0.000642 0.002070  0.076305 -0.073863 -0.241011
RDOM 03DEC13 2003.9480 52986 1248 6 -118.9    181  0.553204   4171654  0.716450  2417  0.431366  0.0790 0.000508 0.000639 0.002067  0.059092 -0.076188 -0.260750
RDOM 03DEC14 2003.9507 52987 1249 0 -118.9    181  0.550653   4171654  0.713775  2417  0.421825  0.0790 0.000508 0.000634 0.002057  0.059148 -0.081416 -0.241767
RDOM 03DEC15 2003.9535 52988 1249 1 -118.9    181  0.553006   4171654  0.717723  2417  0.419487  0.0790 0.000506 0.000627 0.002012  0.048360 -0.068109 -0.211955
RDOM 03DEC16 2003.9562 52989 1249 2 -118.9    181  0.553295   4171654  0.718608  2417  0.421916  0.0790 0.000519 0.000649 0.002097  0.066376 -0.080979 -0.215008
RDOM 03DEC17 2003.9589 52990 1249 3 -118.9    181  0.551199   4171654  0.716924  2417  0.425317  0.0790 0.000519 0.000658 0.002134  0.106298 -0.079775 -0.255643
RDOM 03DEC18 2003.9617 52991 1249 4 -118.9    181  0.551327   4171654  0.718817  2417  0.424815  0.0790 0.000531 0.000650 0.002145  0.079751 -0.091619 -0.280392
RDOM 03DEC19 2003.9644 52992 1249 5 -118.9    181  0.552192   4171654  0.719386  2417  0.420286  0.0790 0.000532 0.000649 0.002151  0.066926 -0.069676 -0.274378
RDOM 03DEC20 2003.9671 52993 1249 6 -118.9    181  0.547448   4171654  0.716110  2417  0.419456  0.0790 0.000515 0.000646 0.002124  0.080151 -0.099702 -0.263576
RDOM 03DEC21 2003.9699 52994 1250 0 -118.9    181  0.553830   4171654  0.718477  2417  0.420325  0.0790 0.000536 0.000656 0.002173  0.051482 -0.077645 -0.265877
RDOM 03DEC22 2003.9726 52995 1250 1 -118.9    181  0.550977   4171654  0.717159  2417  0.423823  0.0790 0.000520 0.000650 0.002094  0.088583 -0.095442 -0.243389
RDOM 03DEC23 2003.9754 52996 1250 2 -118.9    181  0.550763   4171654  0.716491  2417  0.422670  0.0790 0.000510 0.000638 0.002056  0.078171 -0.084131 -0.254501
RDOM 03DEC24 2003.9781 52997 1250 3 -118.9    181  0.548044   4171654  0.715076  2417  0.423614  0.0790 0.000512 0.000635 0.002061  0.069800 -0.066511 -0.246052
RDOM 03DEC25 2003.9808 52998 1250 4 -118.9    181  0.545852   4171654  0.713927  2417  0.419656  0.0790 0.000511 0.000637 0.002083  0.064387 -0.075668 -0.261246
RDOM 03DEC26 2003.9836 52999 1250 5 -118.9    181  0.550462   4171654  0.718193  2417  0.426376  0.0790 0.000502 0.000630 0.001996  0.046448 -0.060672 -0.209062
RDOM 03DEC27 2003.9863 53000 1250 6 -118.9    181  0.549495   4171654  0.717900  2417  0.419498  0.0790 0.000504 0.000639 0.002052  0.050730 -0.059053 -0.225745
RDOM 03DEC28 2003.9890 53001 1251 0 -118.9    181  0.549583   4171654  0.717271  2417  0.421268  0.0790 0.000499 0.000637 0.002018  0.068325 -0.060443 -0.225290
RDOM 03DEC29 2003.9918 53002 1251 1 -118.9    181  0.544351   4171654  0.715389  2417  0.422444  0.0790 0.000502 0.000633 0.002047  0.062140 -0.057966 -0.243233
RDOM 03DEC30 2003.9945 53003 1251 2 -118.9    181  0.548511   4171654  0.716163  2417  0.422280  0.0790 0.000503 0.000637 0.002052  0.056745 -0.062716 -0.228867
RDOM 03DEC31 2003.9973 53004 1251 3 -118.9    181  0.549309   4171654  0.715594  2417  0.423551  0.0790 0.000502 0.000640 0.002062  0.059190 -0.070476 -0.218016
RDOM 04JAN01 2004.0000 53005 1251 4 -118.9    181  0.543742   4171654  0.714289  2417  0.419130  0.0790 0.000514 0.000645 0.002059  0.062107 -0.065825 -0.203368
RDOM 04JAN02 2004.0027 53006 1251 5 -118.9    181  0.545463   4171654  0.713058  2417  0.406907  0.0790 0.000512 0.000646 0.002035  0.062566 -0.067018 -0.186741
RDOM 04JAN03 2004.0055 53007 1251 6 -118.9    181  0.547503   4171654  0.716765  2417  0.417328  0.0790 0.000512 0.000642 0.002028  0.059639 -0.056000 -0.180908
RDOM 04JAN04 2004.0082 53008 1252 0 -118.9    181  0.549748   4171654  0.719330  2417  0.420684  0.0790 0.000512 0.000640 0.002023  0.061756 -0.051215 -0.182001
RDOM 04JAN05 2004.0110 53009 1252 1 -118.9    181  0.550535   4171654  0.719176  2417  0.422661  0.0790 0.000517 0.000649 0.002064  0.066101 -0.053304 -0.194278
RDOM 04JAN06 2004.0137 53010 1252 2 -118.9    181  0.551889   4171654  0.716294  2417  0.426058  0.0790 0.000527 0.000663 0.002126  0.061232 -0.078303 -0.226816
