site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
RDOM 03MAR29 2003.2389 52727 1211 6 -118.9    181  0.564656   4171654  0.721605  2417  0.417213  0.0790 0.000536 0.000667 0.002176  0.042548 -0.088608 -0.167415
RDOM 03MAR30 2003.2416 52728 1212 0 -118.9    181  0.565712   4171654  0.720199  2417  0.416626  0.0790 0.000529 0.000662 0.002185  0.059641 -0.082980 -0.185687
RDOM 03MAR31 2003.2444 52729 1212 1 -118.9    181  0.566408   4171654  0.720805  2417  0.417966  0.0790 0.000526 0.000659 0.002158  0.070511 -0.083129 -0.202288
RDOM 03APR01 2003.2471 52730 1212 2 -118.9    181  0.556932   4171654  0.714005  2417  0.415046  0.0790 0.000534 0.000667 0.002150  0.054631 -0.087460 -0.169576
RDOM 03APR02 2003.2498 52731 1212 3 -118.9    181  0.562475   4171654  0.717015  2417  0.414934  0.0790 0.000516 0.000652 0.002095  0.050530 -0.081388 -0.185703
RDOM 03APR03 2003.2526 52732 1212 4 -118.9    181  0.562707   4171654  0.719247  2417  0.408752  0.0790 0.000528 0.000659 0.002134  0.061297 -0.095804 -0.190725
RDOM 03APR04 2003.2553 52733 1212 5 -118.9    181  0.560113   4171654  0.718471  2417  0.407826  0.0790 0.000528 0.000659 0.002160  0.053581 -0.091986 -0.206752
RDOM 03APR05 2003.2580 52734 1212 6 -118.9    181  0.564230   4171654  0.720301  2417  0.415088  0.0790 0.000519 0.000643 0.002095  0.062668 -0.109636 -0.173507
RDOM 03APR06 2003.2608 52735 1213 0 -118.9    181  0.564253   4171654  0.720211  2417  0.416229  0.0790 0.000521 0.000657 0.002146  0.065722 -0.088849 -0.178124
RDOM 03APR07 2003.2635 52736 1213 1 -118.9    181  0.564454   4171654  0.718945  2417  0.416040  0.0790 0.000523 0.000658 0.002162  0.077286 -0.081349 -0.190787
RDOM 03APR08 2003.2663 52737 1213 2 -118.9    181  0.564090   4171654  0.720577  2417  0.418453  0.0790 0.000518 0.000653 0.002151  0.067435 -0.094365 -0.199733
RDOM 03APR09 2003.2690 52738 1213 3 -118.9    181  0.565505   4171654  0.718786  2417  0.422441  0.0790 0.000545 0.000670 0.002255  0.082297 -0.087636 -0.214611
RDOM 03APR10 2003.2717 52739 1213 4 -118.9    181  0.562727   4171654  0.719471  2417  0.422404  0.0790 0.000544 0.000666 0.002237  0.060309 -0.064256 -0.203131
RDOM 03APR11 2003.2745 52740 1213 5 -118.9    181  0.566032   4171654  0.721429  2417  0.425377  0.0790 0.000522 0.000649 0.002152  0.071378 -0.088972 -0.190507
RDOM 03APR12 2003.2772 52741 1213 6 -118.9    181  0.561168   4171654  0.717383  2417  0.414639  0.0790 0.000514 0.000648 0.002129  0.075327 -0.098249 -0.201744
RDOM 03APR13 2003.2799 52742 1214 0 -118.9    181  0.560518   4171654  0.713983  2417  0.418974  0.0790 0.000508 0.000638 0.002105  0.065209 -0.091315 -0.228274
RDOM 03APR14 2003.2827 52743 1214 1 -118.9    181  0.561989   4171654  0.716096  2417  0.412115  0.0790 0.000512 0.000651 0.002126  0.081951 -0.093118 -0.184907
RDOM 03APR15 2003.2854 52744 1214 2 -118.9    181  0.561868   4171654  0.719659  2417  0.416837  0.0790 0.000508 0.000642 0.002105  0.064214 -0.070215 -0.198613
RDOM 03APR16 2003.2882 52745 1214 3 -118.9    181  0.562989   4171654  0.718687  2417  0.417580  0.0790 0.000511 0.000648 0.002110  0.073517 -0.079190 -0.197859
RDOM 03APR17 2003.2909 52746 1214 4 -118.9    181  0.562953   4171654  0.718685  2417  0.416600  0.0790 0.000520 0.000649 0.002154  0.084865 -0.088512 -0.194327
RDOM 03APR18 2003.2936 52747 1214 5 -118.9    181  0.560102   4171654  0.719379  2417  0.418925  0.0790 0.000516 0.000648 0.002143  0.076236 -0.093041 -0.195113
RDOM 03APR19 2003.2964 52748 1214 6 -118.9    181  0.562135   4171654  0.720845  2417  0.419024  0.0790 0.000509 0.000643 0.002116  0.081197 -0.097028 -0.212977
RDOM 03APR20 2003.2991 52749 1215 0 -118.9    181  0.562568   4171654  0.719969  2417  0.422771  0.0790 0.000515 0.000652 0.002178  0.091421 -0.124773 -0.225966
RDOM 03APR21 2003.3018 52750 1215 1 -118.9    181  0.560625   4171654  0.716414  2417  0.414562  0.0790 0.000507 0.000648 0.002138  0.065966 -0.078464 -0.220198
RDOM 03APR22 2003.3046 52751 1215 2 -118.9    181  0.561058   4171654  0.717073  2417  0.414276  0.0790 0.000519 0.000643 0.002125  0.055300 -0.073950 -0.182939
RDOM 03APR23 2003.3073 52752 1215 3 -118.9    181  0.561364   4171654  0.717425  2417  0.418941  0.0790 0.000509 0.000643 0.002144  0.081067 -0.096207 -0.235842
RDOM 03APR24 2003.3101 52753 1215 4 -118.9    181  0.557757   4171654  0.717279  2417  0.421319  0.0790 0.000508 0.000652 0.002152  0.079904 -0.092102 -0.232502
RDOM 03APR25 2003.3128 52754 1215 5 -118.9    181  0.553611   4171654  0.715676  2417  0.411299  0.0790 0.000512 0.000646 0.002138  0.080954 -0.105172 -0.216484
RDOM 03APR26 2003.3155 52755 1215 6 -118.9    181  0.556371   4171654  0.717910  2417  0.421668  0.0790 0.000520 0.000648 0.002151  0.075867 -0.102303 -0.207341
RDOM 03APR27 2003.3183 52756 1216 0 -118.9    181  0.559905   4171654  0.719497  2417  0.411713  0.0790 0.000514 0.000645 0.002140  0.077483 -0.073536 -0.233443
RDOM 03APR28 2003.3210 52757 1216 1 -118.9    181  0.559789   4171654  0.715452  2417  0.415926  0.0790 0.000524 0.000668 0.002211  0.073470 -0.079507 -0.244373
RDOM 03APR29 2003.3238 52758 1216 2 -118.9    181  0.562433   4171654  0.716155  2417  0.421756  0.0790 0.000507 0.000645 0.002125  0.062552 -0.072692 -0.227147
RDOM 03APR30 2003.3265 52759 1216 3 -118.9    181  0.562005   4171654  0.716577  2417  0.417922  0.0790 0.000518 0.000667 0.002186  0.066459 -0.079452 -0.220955
RDOM 03MAY01 2003.3292 52760 1216 4 -118.9    181  0.561329   4171654  0.717400  2417  0.417391  0.0790 0.000516 0.000672 0.002212  0.058357 -0.094600 -0.207408
RDOM 03MAY02 2003.3320 52761 1216 5 -118.9    181  0.562361   4171654  0.718895  2417  0.418454  0.0790 0.000524 0.000669 0.002208  0.052867 -0.090822 -0.222076
RDOM 03MAY03 2003.3347 52762 1216 6 -118.9    181  0.560596   4171654  0.717105  2417  0.419077  0.0790 0.000508 0.000654 0.002129  0.069963 -0.100874 -0.198824
RDOM 03MAY04 2003.3374 52763 1217 0 -118.9    181  0.564465   4171654  0.718645  2417  0.430307  0.0790 0.000507 0.000646 0.002135  0.054381 -0.075650 -0.205303
RDOM 03MAY05 2003.3402 52764 1217 1 -118.9    181  0.560779   4171654  0.718932  2417  0.420796  0.0790 0.000508 0.000650 0.002133  0.071200 -0.074055 -0.215423
RDOM 03MAY06 2003.3429 52765 1217 2 -118.9    181  0.562089   4171654  0.718339  2417  0.422446  0.0790 0.000509 0.000653 0.002148  0.061917 -0.076741 -0.219589
RDOM 03MAY07 2003.3457 52766 1217 3 -118.9    181  0.562900   4171654  0.716272  2417  0.417480  0.0790 0.000510 0.000650 0.002115  0.062150 -0.081589 -0.206016
RDOM 03MAY08 2003.3484 52767 1217 4 -118.9    181  0.561231   4171654  0.715010  2417  0.416844  0.0790 0.000523 0.000664 0.002155  0.061292 -0.081386 -0.220289
RDOM 03MAY09 2003.3511 52768 1217 5 -118.9    181  0.561382   4171654  0.716757  2417  0.417721  0.0790 0.000524 0.000658 0.002128  0.064640 -0.088579 -0.203647
RDOM 03MAY10 2003.3539 52769 1217 6 -118.9    181  0.561397   4171654  0.716368  2417  0.420132  0.0790 0.000504 0.000651 0.002103  0.066764 -0.075525 -0.214847
RDOM 03MAY11 2003.3566 52770 1218 0 -118.9    181  0.561583   4171654  0.717864  2417  0.421244  0.0790 0.000501 0.000647 0.002098  0.075923 -0.077227 -0.223089
RDOM 03MAY12 2003.3593 52771 1218 1 -118.9    181  0.560149   4171654  0.715487  2417  0.431174  0.0790 0.000506 0.000651 0.002114  0.073196 -0.084741 -0.221767
RDOM 03MAY13 2003.3621 52772 1218 2 -118.9    181  0.560579   4171654  0.716810  2417  0.425199  0.0790 0.000512 0.000661 0.002156  0.063170 -0.070322 -0.219099
RDOM 03MAY14 2003.3648 52773 1218 3 -118.9    181  0.562093   4171654  0.716721  2417  0.421055  0.0790 0.000510 0.000658 0.002165  0.075657 -0.114649 -0.224899
RDOM 03MAY15 2003.3676 52774 1218 4 -118.9    181  0.562132   4171654  0.716667  2417  0.422263  0.0790 0.000520 0.000659 0.002190  0.081751 -0.120899 -0.218985
RDOM 03MAY16 2003.3703 52775 1218 5 -118.9    181  0.561537   4171654  0.716781  2417  0.427662  0.0790 0.000505 0.000649 0.002119  0.073324 -0.062085 -0.240265
RDOM 03MAY17 2003.3730 52776 1218 6 -118.9    181  0.560511   4171654  0.716418  2417  0.424443  0.0790 0.000511 0.000662 0.002147  0.028170 -0.050386 -0.228955
RDOM 03MAY18 2003.3758 52777 1219 0 -118.9    181  0.561068   4171654  0.717313  2417  0.419288  0.0790 0.000510 0.000653 0.002133  0.067146 -0.088657 -0.222233
RDOM 03MAY19 2003.3785 52778 1219 1 -118.9    181  0.561356   4171654  0.715490  2417  0.420804  0.0790 0.000502 0.000654 0.002127  0.055276 -0.079338 -0.223947
RDOM 03MAY20 2003.3812 52779 1219 2 -118.9    181  0.561743   4171654  0.715252  2417  0.421333  0.0790 0.000504 0.000648 0.002120  0.063145 -0.096147 -0.237625
RDOM 03MAY21 2003.3840 52780 1219 3 -118.9    181  0.560819   4171654  0.716886  2417  0.424858  0.0790 0.000505 0.000653 0.002128  0.081581 -0.079526 -0.239428
RDOM 03MAY22 2003.3867 52781 1219 4 -118.9    181  0.563726   4171654  0.716117  2417  0.427757  0.0790 0.000514 0.000654 0.002166  0.064435 -0.077647 -0.252480
RDOM 03MAY23 2003.3895 52782 1219 5 -118.9    181  0.561103   4171654  0.716600  2417  0.424887  0.0790 0.000508 0.000659 0.002144  0.072297 -0.099460 -0.230685
RDOM 03MAY24 2003.3922 52783 1219 6 -118.9    181  0.559130   4171654  0.714656  2417  0.417223  0.0790 0.000513 0.000670 0.002183  0.073182 -0.126447 -0.241837
RDOM 03MAY25 2003.3949 52784 1220 0 -118.9    181  0.560276   4171654  0.718272  2417  0.426828  0.0790 0.000504 0.000653 0.002131  0.064323 -0.080481 -0.236674
RDOM 03MAY26 2003.3977 52785 1220 1 -118.9    181  0.563363   4171654  0.719461  2417  0.426361  0.0790 0.000502 0.000656 0.002119  0.077837 -0.083070 -0.243573
RDOM 03MAY27 2003.4004 52786 1220 2 -118.9    181  0.559843   4171654  0.712626  2417  0.423501  0.0790 0.000528 0.000672 0.002191  0.085448 -0.096914 -0.196908
RDOM 03MAY28 2003.4031 52787 1220 3 -118.9    181  0.559678   4171654  0.715289  2417  0.427723  0.0790 0.000539 0.000678 0.002229  0.108183 -0.100001 -0.225704
RDOM 03MAY29 2003.4059 52788 1220 4 -118.9    181  0.557858   4171654  0.708693  2417  0.424083  0.0790 0.000546 0.000662 0.002233  0.088555 -0.124296 -0.212731
RDOM 03MAY30 2003.4086 52789 1220 5 -118.9    181  0.561120   4171654  0.714686  2417  0.416642  0.0790 0.000522 0.000661 0.002171  0.090316 -0.071010 -0.254574
RDOM 03MAY31 2003.4114 52790 1220 6 -118.9    181  0.559295   4171654  0.716727  2417  0.425736  0.0790 0.000499 0.000643 0.002091  0.073901 -0.097886 -0.247434
RDOM 03JUN01 2003.4141 52791 1221 0 -118.9    181  0.559710   4171654  0.716540  2417  0.429661  0.0790 0.000503 0.000649 0.002115  0.074331 -0.081705 -0.258164
RDOM 03JUN02 2003.4168 52792 1221 1 -118.9    181  0.560852   4171654  0.716003  2417  0.421806  0.0790 0.000523 0.000669 0.002215  0.065370 -0.078429 -0.249716
RDOM 03JUN03 2003.4196 52793 1221 2 -118.9    181  0.560264   4171654  0.714362  2417  0.424083  0.0790 0.000518 0.000673 0.002219  0.033204 -0.049330 -0.266940
RDOM 03JUN04 2003.4223 52794 1221 3 -118.9    181  0.560729   4171654  0.714450  2417  0.428190  0.0790 0.000508 0.000668 0.002209  0.053417 -0.072881 -0.267574
RDOM 03JUN05 2003.4251 52795 1221 4 -118.9    181  0.558795   4171654  0.715620  2417  0.422059  0.0790 0.000507 0.000661 0.002157  0.051451 -0.082019 -0.245400
RDOM 03JUN06 2003.4278 52796 1221 5 -118.9    181  0.558980   4171654  0.714754  2417  0.424850  0.0790 0.000519 0.000676 0.002234  0.029692 -0.051622 -0.270363
RDOM 03JUN07 2003.4305 52797 1221 6 -118.9    181  0.560227   4171654  0.717091  2417  0.429998  0.0790 0.000509 0.000667 0.002190  0.045543 -0.071578 -0.263657
RDOM 03JUN08 2003.4333 52798 1222 0 -118.9    181  0.557320   4171654  0.716555  2417  0.425766  0.0790 0.000508 0.000665 0.002183  0.056145 -0.061756 -0.274334
RDOM 03JUN09 2003.4360 52799 1222 1 -118.9    181  0.558260   4171654  0.717235  2417  0.417539  0.0790 0.000510 0.000658 0.002177  0.060212 -0.068880 -0.276247
RDOM 03JUN10 2003.4387 52800 1222 2 -118.9    181  0.559242   4171654  0.717011  2417  0.422132  0.0790 0.000504 0.000647 0.002127  0.078427 -0.094051 -0.266349
RDOM 03JUN11 2003.4415 52801 1222 3 -118.9    181  0.559520   4171654  0.716578  2417  0.418848  0.0790 0.000497 0.000637 0.002061  0.079795 -0.098856 -0.243384
RDOM 03JUN12 2003.4442 52802 1222 4 -118.9    181  0.557381   4171654  0.716919  2417  0.423257  0.0790 0.000510 0.000667 0.002183  0.056736 -0.076624 -0.260416
RDOM 03JUN13 2003.4470 52803 1222 5 -118.9    181  0.557326   4171654  0.714922  2417  0.427016  0.0790 0.000505 0.000666 0.002178  0.045350 -0.063644 -0.262610
RDOM 03JUN14 2003.4497 52804 1222 6 -118.9    181  0.559113   4171654  0.716806  2417  0.428190  0.0790 0.000510 0.000651 0.002152  0.082459 -0.069080 -0.263501
RDOM 03JUN15 2003.4524 52805 1223 0 -118.9    181  0.558972   4171654  0.717375  2417  0.424002  0.0790 0.000502 0.000647 0.002126  0.078344 -0.088250 -0.265992
RDOM 03JUN16 2003.4552 52806 1223 1 -118.9    181  0.560475   4171654  0.714071  2417  0.421956  0.0790 0.000498 0.000644 0.002088  0.073641 -0.086156 -0.249187
RDOM 03JUN17 2003.4579 52807 1223 2 -118.9    181  0.559195   4171654  0.715273  2417  0.424648  0.0790 0.000520 0.000654 0.002195  0.087202 -0.122129 -0.244933
RDOM 03JUN18 2003.4606 52808 1223 3 -118.9    181  0.556411   4171654  0.715036  2417  0.420629  0.0790 0.000502 0.000644 0.002128  0.057917 -0.088226 -0.251472
RDOM 03JUN19 2003.4634 52809 1223 4 -118.9    181  0.553644   4171654  0.715441  2417  0.426488  0.0790 0.000507 0.000650 0.002137  0.066266 -0.081603 -0.254392
RDOM 03JUN20 2003.4661 52810 1223 5 -118.9    181  0.558625   4171654  0.715735  2417  0.425571  0.0790 0.000507 0.000645 0.002140  0.074062 -0.102384 -0.259689
RDOM 03JUN21 2003.4689 52811 1223 6 -118.9    181  0.559754   4171654  0.716021  2417  0.430233  0.0790 0.000513 0.000650 0.002158  0.053543 -0.083495 -0.246260
RDOM 03JUN22 2003.4716 52812 1224 0 -118.9    181  0.558810   4171654  0.716163  2417  0.421669  0.0790 0.000503 0.000639 0.002093  0.074433 -0.092871 -0.239313
RDOM 03JUN23 2003.4743 52813 1224 1 -118.9    181  0.561316   4171654  0.716180  2417  0.420065  0.0790 0.000507 0.000648 0.002133  0.076657 -0.076332 -0.248792
RDOM 03JUN24 2003.4771 52814 1224 2 -118.9    181  0.557471   4171654  0.716277  2417  0.426818  0.0790 0.000523 0.000654 0.002173  0.036973 -0.073864 -0.229060
RDOM 03JUN25 2003.4798 52815 1224 3 -118.9    181  0.558715   4171654  0.717310  2417  0.426299  0.0790 0.000525 0.000678 0.002301  0.110416 -0.130593 -0.268382
RDOM 03JUN26 2003.4825 52816 1224 4 -118.9    181  0.561223   4171654  0.714234  2417  0.418538  0.0790 0.000528 0.000668 0.002220  0.100268 -0.109274 -0.232632
RDOM 03JUN27 2003.4853 52817 1224 5 -118.9    181  0.559639   4171654  0.714048  2417  0.422256  0.0790 0.000522 0.000661 0.002202  0.076824 -0.089082 -0.216806
RDOM 03JUN28 2003.4880 52818 1224 6 -118.9    181  0.560229   4171654  0.715634  2417  0.421530  0.0790 0.000518 0.000656 0.002174  0.082334 -0.087715 -0.231965
RDOM 03JUN29 2003.4908 52819 1225 0 -118.9    181  0.559952   4171654  0.715267  2417  0.420530  0.0790 0.000517 0.000660 0.002163  0.083561 -0.100160 -0.230029
RDOM 03JUN30 2003.4935 52820 1225 1 -118.9    181  0.559016   4171654  0.714971  2417  0.424896  0.0790 0.000523 0.000663 0.002192  0.099161 -0.117259 -0.248559
RDOM 03JUL01 2003.4962 52821 1225 2 -118.9    181  0.558307   4171654  0.716125  2417  0.420717  0.0790 0.000519 0.000662 0.002177  0.095107 -0.115411 -0.251445
RDOM 03JUL02 2003.4990 52822 1225 3 -118.9    181  0.562683   4171654  0.717659  2417  0.425024  0.0790 0.000521 0.000663 0.002185  0.081284 -0.128492 -0.233750
RDOM 03JUL03 2003.5017 52823 1225 4 -118.9    181  0.559445   4171654  0.717092  2417  0.413758  0.0790 0.000534 0.000667 0.002193  0.076048 -0.094004 -0.206066
RDOM 03JUL04 2003.5044 52824 1225 5 -118.9    181  0.559780   4171654  0.715469  2417  0.420397  0.0790 0.000535 0.000672 0.002203  0.080081 -0.099075 -0.202165
RDOM 03JUL05 2003.5072 52825 1225 6 -118.9    181  0.558820   4171654  0.715222  2417  0.421482  0.0790 0.000518 0.000663 0.002156  0.085208 -0.098888 -0.234906
RDOM 03JUL06 2003.5099 52826 1226 0 -118.9    181  0.558570   4171654  0.717076  2417  0.421992  0.0790 0.000517 0.000661 0.002168  0.088854 -0.105137 -0.243029
RDOM 03JUL07 2003.5127 52827 1226 1 -118.9    181  0.557955   4171654  0.716262  2417  0.426206  0.0790 0.000513 0.000657 0.002143  0.082242 -0.096656 -0.241123
RDOM 03JUL08 2003.5154 52828 1226 2 -118.9    181  0.562577   4171654  0.719453  2417  0.429645  0.0790 0.000515 0.000656 0.002154  0.082802 -0.090624 -0.233554
RDOM 03JUL09 2003.5181 52829 1226 3 -118.9    181  0.557548   4171654  0.714136  2417  0.421088  0.0790 0.000517 0.000661 0.002139  0.079179 -0.077898 -0.228192
RDOM 03JUL10 2003.5209 52830 1226 4 -118.9    181  0.558716   4171654  0.716474  2417  0.428103  0.0790 0.000517 0.000660 0.002150  0.097826 -0.093625 -0.235818
RDOM 03JUL11 2003.5236 52831 1226 5 -118.9    181  0.558416   4171654  0.716144  2417  0.428424  0.0790 0.000527 0.000682 0.002223  0.120650 -0.124256 -0.273070
RDOM 03JUL12 2003.5264 52832 1226 6 -118.9    181  0.558038   4171654  0.715525  2417  0.422291  0.0790 0.000515 0.000663 0.002175  0.066243 -0.075882 -0.243648
RDOM 03JUL13 2003.5291 52833 1227 0 -118.9    181  0.558169   4171654  0.714163  2417  0.421861  0.0790 0.000517 0.000665 0.002165  0.087516 -0.112480 -0.246643
RDOM 03JUL14 2003.5318 52834 1227 1 -118.9    181  0.559111   4171654  0.716510  2417  0.418722  0.0790 0.000519 0.000660 0.002176  0.076814 -0.094202 -0.239329
RDOM 03JUL15 2003.5346 52835 1227 2 -118.9    181  0.556020   4171654  0.714735  2417  0.415602  0.0790 0.000536 0.000672 0.002205  0.080141 -0.090543 -0.259370
RDOM 03JUL16 2003.5373 52836 1227 3 -118.9    181  0.555387   4171654  0.718237  2417  0.417280  0.0790 0.000520 0.000663 0.002178  0.097322 -0.135171 -0.247024
RDOM 03JUL17 2003.5400 52837 1227 4 -118.9    181  0.558926   4171654  0.714821  2417  0.419318  0.0790 0.000532 0.000700 0.002248  0.109654 -0.117134 -0.255590
RDOM 03JUL18 2003.5428 52838 1227 5 -118.9    181  0.558698   4171654  0.718867  2417  0.424154  0.0790 0.000515 0.000658 0.002152  0.068143 -0.098422 -0.244249
RDOM 03JUL19 2003.5455 52839 1227 6 -118.9    181  0.558842   4171654  0.716636  2417  0.420626  0.0790 0.000521 0.000666 0.002196  0.080244 -0.118481 -0.255445
RDOM 03JUL20 2003.5483 52840 1228 0 -118.9    181  0.558215   4171654  0.715809  2417  0.412030  0.0790 0.000520 0.000667 0.002185  0.077090 -0.102351 -0.237369
RDOM 03JUL21 2003.5510 52841 1228 1 -118.9    181  0.558865   4171654  0.715849  2417  0.412072  0.0790 0.000539 0.000681 0.002240  0.083402 -0.099346 -0.241308
RDOM 03JUL22 2003.5537 52842 1228 2 -118.9    181  0.557903   4171654  0.716021  2417  0.414676  0.0790 0.000512 0.000661 0.002142  0.073414 -0.094184 -0.241627
RDOM 03JUL23 2003.5565 52843 1228 3 -118.9    181  0.557172   4171654  0.715552  2417  0.424768  0.0790 0.000504 0.000655 0.002108  0.078464 -0.083909 -0.250565
RDOM 03JUL24 2003.5592 52844 1228 4 -118.9    181  0.555332   4171654  0.715451  2417  0.422107  0.0790 0.000506 0.000653 0.002131  0.068034 -0.085852 -0.267992
RDOM 03JUL25 2003.5619 52845 1228 5 -118.9    181  0.556246   4171654  0.716494  2417  0.430837  0.0790 0.000528 0.000678 0.002190  0.076549 -0.070758 -0.264709
RDOM 03JUL26 2003.5647 52846 1228 6 -118.9    181  0.557232   4171654  0.715820  2417  0.417520  0.0790 0.000528 0.000678 0.002178  0.076843 -0.067052 -0.264483
RDOM 03JUL28 2003.5702 52848 1229 1 -118.9    181  0.558170   4171654  0.715530  2417  0.423233  0.0790 0.000517 0.000669 0.002134  0.067532 -0.053694 -0.246485
RDOM 03JUL29 2003.5729 52849 1229 2 -118.9    181  0.558234   4171654  0.717561  2417  0.425717  0.0790 0.000535 0.000682 0.002222  0.066005 -0.061274 -0.266071
RDOM 03JUL30 2003.5756 52850 1229 3 -118.9    181  0.557567   4171654  0.714089  2417  0.419752  0.0790 0.000522 0.000664 0.002140  0.058556 -0.038352 -0.254792
RDOM 03JUL31 2003.5784 52851 1229 4 -118.9    181  0.555997   4171654  0.714367  2417  0.414456  0.0790 0.000526 0.000675 0.002182  0.077549 -0.063582 -0.269521
RDOM 03AUG01 2003.5811 52852 1229 5 -118.9    181  0.556231   4171654  0.717324  2417  0.421324  0.0790 0.000538 0.000677 0.002197  0.088299 -0.068064 -0.277200
RDOM 03AUG02 2003.5838 52853 1229 6 -118.9    181  0.555204   4171654  0.716525  2417  0.417923  0.0790 0.000517 0.000652 0.002107  0.068365 -0.066441 -0.264471
RDOM 03AUG03 2003.5866 52854 1230 0 -118.9    181  0.555868   4171654  0.715229  2417  0.420477  0.0790 0.000522 0.000661 0.002135  0.089836 -0.076985 -0.275821
RDOM 03AUG04 2003.5893 52855 1230 1 -118.9    181  0.554814   4171654  0.717963  2417  0.430114  0.0790 0.000515 0.000653 0.002110  0.063029 -0.064421 -0.262468
RDOM 03AUG05 2003.5921 52856 1230 2 -118.9    181  0.556662   4171654  0.718255  2417  0.419190  0.0790 0.000508 0.000641 0.002115  0.066927 -0.100934 -0.246099
RDOM 03AUG06 2003.5948 52857 1230 3 -118.9    181  0.560494   4171654  0.717369  2417  0.421475  0.0790 0.000509 0.000645 0.002114  0.074872 -0.093940 -0.266396
RDOM 03AUG07 2003.5975 52858 1230 4 -118.9    181  0.558001   4171654  0.718171  2417  0.422557  0.0790 0.000511 0.000644 0.002125  0.088538 -0.102105 -0.270068
RDOM 03AUG08 2003.6003 52859 1230 5 -118.9    181  0.555912   4171654  0.716665  2417  0.416238  0.0790 0.000527 0.000665 0.002229  0.076841 -0.107029 -0.278736
RDOM 03AUG09 2003.6030 52860 1230 6 -118.9    181  0.557548   4171654  0.717042  2417  0.418282  0.0790 0.000515 0.000651 0.002161  0.075826 -0.106067 -0.270462
RDOM 03AUG10 2003.6057 52861 1231 0 -118.9    181  0.555898   4171654  0.714438  2417  0.434391  0.0790 0.000515 0.000650 0.002178  0.065648 -0.085168 -0.273920
RDOM 03AUG11 2003.6085 52862 1231 1 -118.9    181  0.556427   4171654  0.715773  2417  0.428215  0.0790 0.000512 0.000649 0.002148  0.078316 -0.105748 -0.271481
RDOM 03AUG12 2003.6112 52863 1231 2 -118.9    181  0.557928   4171654  0.720177  2417  0.421252  0.0790 0.000512 0.000648 0.002118  0.081874 -0.097222 -0.260139
RDOM 03AUG13 2003.6140 52864 1231 3 -118.9    181  0.557842   4171654  0.718145  2417  0.417809  0.0790 0.000510 0.000647 0.002140  0.081536 -0.104573 -0.274745
RDOM 03AUG14 2003.6167 52865 1231 4 -118.9    181  0.557281   4171654  0.716258  2417  0.425727  0.0790 0.000513 0.000644 0.002132  0.074383 -0.093126 -0.250489
RDOM 03AUG15 2003.6194 52866 1231 5 -118.9    181  0.559741   4171654  0.714692  2417  0.420900  0.0790 0.000506 0.000645 0.002111  0.064232 -0.094478 -0.255126
RDOM 03AUG16 2003.6222 52867 1231 6 -118.9    181  0.556439   4171654  0.713151  2417  0.426878  0.0790 0.000510 0.000643 0.002116  0.075642 -0.085969 -0.260831
RDOM 03AUG17 2003.6249 52868 1232 0 -118.9    181  0.557937   4171654  0.714085  2417  0.426700  0.0790 0.000501 0.000637 0.002080  0.062825 -0.078620 -0.257451
RDOM 03AUG18 2003.6277 52869 1232 1 -118.9    181  0.559103   4171654  0.713093  2417  0.429204  0.0790 0.000511 0.000651 0.002153  0.082675 -0.083673 -0.277183
RDOM 03AUG19 2003.6304 52870 1232 2 -118.9    181  0.557118   4171654  0.714939  2417  0.427364  0.0790 0.000507 0.000641 0.002116  0.066007 -0.106110 -0.249430
RDOM 03AUG20 2003.6331 52871 1232 3 -118.9    181  0.558537   4171654  0.716194  2417  0.418516  0.0790 0.000507 0.000644 0.002123  0.068601 -0.103857 -0.250272
RDOM 03AUG22 2003.6386 52873 1232 5 -118.9    181  0.558127   4171654  0.715335  2417  0.423381  0.0790 0.000503 0.000640 0.002106  0.050269 -0.087787 -0.255826
RDOM 03AUG23 2003.6413 52874 1232 6 -118.9    181  0.558151   4171654  0.715410  2417  0.421654  0.0790 0.000506 0.000641 0.002122  0.064628 -0.084817 -0.268957
RDOM 03AUG24 2003.6441 52875 1233 0 -118.9    181  0.557209   4171654  0.715747  2417  0.421530  0.0790 0.000508 0.000643 0.002118  0.072119 -0.104443 -0.254391
RDOM 03AUG25 2003.6468 52876 1233 1 -118.9    181  0.558401   4171654  0.715700  2417  0.428308  0.0790 0.000511 0.000645 0.002165  0.070864 -0.118443 -0.277887
RDOM 03AUG26 2003.6496 52877 1233 2 -118.9    181  0.557164   4171654  0.713833  2417  0.429322  0.0790 0.000512 0.000651 0.002154  0.071849 -0.110377 -0.251085
RDOM 03AUG27 2003.6523 52878 1233 3 -118.9    181  0.557689   4171654  0.713919  2417  0.428102  0.0790 0.000510 0.000642 0.002137  0.064164 -0.100851 -0.263316
RDOM 03AUG28 2003.6550 52879 1233 4 -118.9    181  0.556753   4171654  0.715147  2417  0.432331  0.0790 0.000521 0.000661 0.002184  0.103320 -0.126235 -0.253381
RDOM 03AUG29 2003.6578 52880 1233 5 -118.9    181  0.558325   4171654  0.716124  2417  0.422526  0.0790 0.000509 0.000641 0.002113  0.088984 -0.121908 -0.270266
RDOM 03AUG30 2003.6605 52881 1233 6 -118.9    181  0.556603   4171654  0.716587  2417  0.420352  0.0790 0.000515 0.000647 0.002129  0.086901 -0.111770 -0.254092
